miner,config,batch_id,drift_score,drift_band,quality_score,base_contamination,adaptive_formula,effective_param,base_eps,corr_threshold
DBSCAN,"base=2.0,formula=shrink_0.30",6,1.0,high,0.9565217391304348,,shrink_0.30,1.4,2.0,
DBSCAN,"base=2.0,formula=shrink_0.30",7,0.0,low,0.9838709677419355,,shrink_0.30,2.0,2.0,
DBSCAN,"base=2.0,formula=shrink_0.30",8,0.0,low,0.8888888888888888,,shrink_0.30,2.0,2.0,
DBSCAN,"base=2.0,formula=shrink_0.30",9,1.0,high,0.0,,shrink_0.30,1.4,2.0,
DBSCAN,"base=2.0,formula=shrink_0.30",10,1.0,high,0.9852941176470589,,shrink_0.30,1.4,2.0,
DBSCAN,"base=2.0,formula=shrink_0.50",1,0.0,low,0.8888888888888888,,shrink_0.50,2.0,2.0,
DBSCAN,"base=2.0,formula=shrink_0.50",2,0.011441085306892869,low,0.9411764705882353,,shrink_0.50,1.988559,2.0,
DBSCAN,"base=2.0,formula=shrink_0.50",3,0.0,low,0.9565217391304348,,shrink_0.50,2.0,2.0,
DBSCAN,"base=2.0,formula=shrink_0.50",4,0.0,low,0.9285714285714286,,shrink_0.50,2.0,2.0,
DBSCAN,"base=2.0,formula=shrink_0.50",5,1.0,high,0.875,,shrink_0.50,1.0,2.0,
DBSCAN,"base=2.0,formula=shrink_0.50",6,1.0,high,0.9333333333333333,,shrink_0.50,1.0,2.0,
DBSCAN,"base=2.0,formula=shrink_0.50",7,0.0,low,0.9838709677419355,,shrink_0.50,2.0,2.0,
DBSCAN,"base=2.0,formula=shrink_0.50",8,0.0,low,0.8888888888888888,,shrink_0.50,2.0,2.0,
DBSCAN,"base=2.0,formula=shrink_0.50",9,1.0,high,0.0,,shrink_0.50,1.0,2.0,
DBSCAN,"base=2.0,formula=shrink_0.50",10,1.0,high,0.98989898989899,,shrink_0.50,1.0,2.0,
DBSCAN,"base=2.0,formula=inverse_0.50",1,0.0,low,0.8888888888888888,,inverse_0.50,2.0,2.0,
DBSCAN,"base=2.0,formula=inverse_0.50",2,0.011441085306892869,low,0.9411764705882353,,inverse_0.50,1.988624,2.0,
DBSCAN,"base=2.0,formula=inverse_0.50",3,0.0,low,0.9565217391304348,,inverse_0.50,2.0,2.0,
DBSCAN,"base=2.0,formula=inverse_0.50",4,0.0,low,0.9285714285714286,,inverse_0.50,2.0,2.0,
DBSCAN,"base=2.0,formula=inverse_0.50",5,1.0,high,0.9090909090909091,,inverse_0.50,1.333333,2.0,
DBSCAN,"base=2.0,formula=inverse_0.50",6,1.0,high,0.9545454545454546,,inverse_0.50,1.333333,2.0,
DBSCAN,"base=2.0,formula=inverse_0.50",7,0.0,low,0.9838709677419355,,inverse_0.50,2.0,2.0,
DBSCAN,"base=2.0,formula=inverse_0.50",8,0.0,low,0.8888888888888888,,inverse_0.50,2.0,2.0,
DBSCAN,"base=2.0,formula=inverse_0.50",9,1.0,high,0.0,,inverse_0.50,1.333333,2.0,
DBSCAN,"base=2.0,formula=inverse_0.50",10,1.0,high,0.9864864864864865,,inverse_0.50,1.333333,2.0,
DBSCAN,"base=2.5,formula=fixed",1,0.0,low,0.6666666666666666,,fixed,2.5,2.5,
DBSCAN,"base=2.5,formula=fixed",2,0.011441085306892869,low,0.9166666666666666,,fixed,2.5,2.5,
DBSCAN,"base=2.5,formula=fixed",3,0.0,low,0.9411764705882353,,fixed,2.5,2.5,
DBSCAN,"base=2.5,formula=fixed",4,0.0,low,0.9285714285714286,,fixed,2.5,2.5,
DBSCAN,"base=2.5,formula=fixed",5,1.0,high,0.8888888888888888,,fixed,2.5,2.5,
DBSCAN,"base=2.5,formula=fixed",6,1.0,high,0.9583333333333334,,fixed,2.5,2.5,
DBSCAN,"base=2.5,formula=fixed",7,0.0,low,0.9705882352941176,,fixed,2.5,2.5,
DBSCAN,"base=2.5,formula=fixed",8,0.0,low,0.9090909090909091,,fixed,2.5,2.5,
DBSCAN,"base=2.5,formula=fixed",9,1.0,high,0.8571428571428571,,fixed,2.5,2.5,
DBSCAN,"base=2.5,formula=fixed",10,1.0,high,0.9666666666666667,,fixed,2.5,2.5,
DBSCAN,"base=2.5,formula=shrink_0.30",1,0.0,low,0.6666666666666666,,shrink_0.30,2.5,2.5,
DBSCAN,"base=2.5,formula=shrink_0.30",2,0.011441085306892869,low,0.9166666666666666,,shrink_0.30,2.491419,2.5,
DBSCAN,"base=2.5,formula=shrink_0.30",3,0.0,low,0.9411764705882353,,shrink_0.30,2.5,2.5,
DBSCAN,"base=2.5,formula=shrink_0.30",4,0.0,low,0.9285714285714286,,shrink_0.30,2.5,2.5,
DBSCAN,"base=2.5,formula=shrink_0.30",5,1.0,high,0.9090909090909091,,shrink_0.30,1.75,2.5,
DBSCAN,"base=2.5,formula=shrink_0.30",6,1.0,high,0.96,,shrink_0.30,1.75,2.5,
DBSCAN,"base=2.5,formula=shrink_0.30",7,0.0,low,0.9705882352941176,,shrink_0.30,2.5,2.5,
DBSCAN,"base=2.5,formula=shrink_0.30",8,0.0,low,0.9090909090909091,,shrink_0.30,2.5,2.5,
DBSCAN,"base=2.5,formula=shrink_0.30",9,1.0,high,0.875,,shrink_0.30,1.75,2.5,
DBSCAN,"base=2.5,formula=shrink_0.30",10,1.0,high,0.9787234042553191,,shrink_0.30,1.75,2.5,
DBSCAN,"base=2.5,formula=shrink_0.50",1,0.0,low,0.6666666666666666,,shrink_0.50,2.5,2.5,
DBSCAN,"base=2.5,formula=shrink_0.50",2,0.011441085306892869,low,0.9166666666666666,,shrink_0.50,2.485699,2.5,
DBSCAN,"base=2.5,formula=shrink_0.50",3,0.0,low,0.9411764705882353,,shrink_0.50,2.5,2.5,
DBSCAN,"base=2.5,formula=shrink_0.50",4,0.0,low,0.9285714285714286,,shrink_0.50,2.5,2.5,
DBSCAN,"base=2.5,formula=shrink_0.50",5,1.0,high,0.9,,shrink_0.50,1.25,2.5,
DBSCAN,"base=2.5,formula=shrink_0.50",6,1.0,high,0.95,,shrink_0.50,1.25,2.5,
DBSCAN,"base=2.5,formula=shrink_0.50",7,0.0,low,0.9705882352941176,,shrink_0.50,2.5,2.5,
DBSCAN,"base=2.5,formula=shrink_0.50",8,0.0,low,0.9090909090909091,,shrink_0.50,2.5,2.5,
DBSCAN,"base=2.5,formula=shrink_0.50",9,1.0,high,0.0,,shrink_0.50,1.25,2.5,
DBSCAN,"base=2.5,formula=shrink_0.50",10,1.0,high,0.9880952380952381,,shrink_0.50,1.25,2.5,
DBSCAN,"base=2.5,formula=inverse_0.50",1,0.0,low,0.6666666666666666,,inverse_0.50,2.5,2.5,
DBSCAN,"base=2.5,formula=inverse_0.50",2,0.011441085306892869,low,0.9166666666666666,,inverse_0.50,2.48578,2.5,
DBSCAN,"base=2.5,formula=inverse_0.50",3,0.0,low,0.9411764705882353,,inverse_0.50,2.5,2.5,
DBSCAN,"base=2.5,formula=inverse_0.50",4,0.0,low,0.9285714285714286,,inverse_0.50,2.5,2.5,
DBSCAN,"base=2.5,formula=inverse_0.50",5,1.0,high,0.9,,inverse_0.50,1.666667,2.5,
DBSCAN,"base=2.5,formula=inverse_0.50",6,1.0,high,0.9615384615384616,,inverse_0.50,1.666667,2.5,
DBSCAN,"base=2.5,formula=inverse_0.50",7,0.0,low,0.9705882352941176,,inverse_0.50,2.5,2.5,
DBSCAN,"base=2.5,formula=inverse_0.50",8,0.0,low,0.9090909090909091,,inverse_0.50,2.5,2.5,
DBSCAN,"base=2.5,formula=inverse_0.50",9,1.0,high,0.875,,inverse_0.50,1.666667,2.5,
DBSCAN,"base=2.5,formula=inverse_0.50",10,1.0,high,0.9803921568627451,,inverse_0.50,1.666667,2.5,
StatisticalRules,corr_threshold=0.2,1,0.0,low,1.0,,none,0.2,,0.2
StatisticalRules,corr_threshold=0.2,2,0.011441085306892869,low,0.6,,none,0.2,,0.2
StatisticalRules,corr_threshold=0.2,3,0.0,low,1.0,,none,0.2,,0.2
StatisticalRules,corr_threshold=0.2,4,0.0,low,1.0,,none,0.2,,0.2
StatisticalRules,corr_threshold=0.2,5,1.0,high,1.0,,none,0.2,,0.2
StatisticalRules,corr_threshold=0.2,6,1.0,high,1.0,,none,0.2,,0.2
StatisticalRules,corr_threshold=0.2,7,0.0,low,1.0,,none,0.2,,0.2
StatisticalRules,corr_threshold=0.2,8,0.0,low,1.0,,none,0.2,,0.2
StatisticalRules,corr_threshold=0.2,9,1.0,high,1.0,,none,0.2,,0.2
StatisticalRules,corr_threshold=0.2,10,1.0,high,1.0,,none,0.2,,0.2
StatisticalRules,corr_threshold=0.25,1,0.0,low,1.0,,none,0.25,,0.25
StatisticalRules,corr_threshold=0.25,2,0.011441085306892869,low,0.6,,none,0.25,,0.25
StatisticalRules,corr_threshold=0.25,3,0.0,low,1.0,,none,0.25,,0.25
StatisticalRules,corr_threshold=0.25,4,0.0,low,1.0,,none,0.25,,0.25
StatisticalRules,corr_threshold=0.25,5,1.0,high,0.8,,none,0.25,,0.25
StatisticalRules,corr_threshold=0.25,6,1.0,high,1.0,,none,0.25,,0.25
StatisticalRules,corr_threshold=0.25,7,0.0,low,1.0,,none,0.25,,0.25
StatisticalRules,corr_threshold=0.25,8,0.0,low,1.0,,none,0.25,,0.25
StatisticalRules,corr_threshold=0.25,9,1.0,high,1.0,,none,0.25,,0.25
StatisticalRules,corr_threshold=0.25,10,1.0,high,1.0,,none,0.25,,0.25
StatisticalRules,corr_threshold=0.3,1,0.0,low,1.0,,none,0.3,,0.3
StatisticalRules,corr_threshold=0.3,2,0.011441085306892869,low,0.6,,none,0.3,,0.3
StatisticalRules,corr_threshold=0.3,3,0.0,low,1.0,,none,0.3,,0.3
StatisticalRules,corr_threshold=0.3,4,0.0,low,1.0,,none,0.3,,0.3
StatisticalRules,corr_threshold=0.3,5,1.0,high,0.6,,none,0.3,,0.3
StatisticalRules,corr_threshold=0.3,6,1.0,high,1.0,,none,0.3,,0.3
StatisticalRules,corr_threshold=0.3,7,0.0,low,1.0,,none,0.3,,0.3
StatisticalRules,corr_threshold=0.3,8,0.0,low,1.0,,none,0.3,,0.3
StatisticalRules,corr_threshold=0.3,9,1.0,high,1.0,,none,0.3,,0.3
StatisticalRules,corr_threshold=0.3,10,1.0,high,1.0,,none,0.3,,0.3
StatisticalRules,corr_threshold=0.35,1,0.0,low,1.0,,none,0.35,,0.35
StatisticalRules,corr_threshold=0.35,2,0.011441085306892869,low,0.6,,none,0.35,,0.35
StatisticalRules,corr_threshold=0.35,3,0.0,low,1.0,,none,0.35,,0.35
StatisticalRules,corr_threshold=0.35,4,0.0,low,1.0,,none,0.35,,0.35
StatisticalRules,corr_threshold=0.35,5,1.0,high,0.6,,none,0.35,,0.35
StatisticalRules,corr_threshold=0.35,6,1.0,high,1.0,,none,0.35,,0.35
StatisticalRules,corr_threshold=0.35,7,0.0,low,1.0,,none,0.35,,0.35
StatisticalRules,corr_threshold=0.35,8,0.0,low,1.0,,none,0.35,,0.35
StatisticalRules,corr_threshold=0.35,9,1.0,high,1.0,,none,0.35,,0.35
StatisticalRules,corr_threshold=0.35,10,1.0,high,1.0,,none,0.35,,0.35
StatisticalRules,corr_threshold=0.4,1,0.0,low,1.0,,none,0.4,,0.4
StatisticalRules,corr_threshold=0.4,2,0.011441085306892869,low,0.6,,none,0.4,,0.4
StatisticalRules,corr_threshold=0.4,3,0.0,low,1.0,,none,0.4,,0.4
StatisticalRules,corr_threshold=0.4,4,0.0,low,1.0,,none,0.4,,0.4
StatisticalRules,corr_threshold=0.4,5,1.0,high,0.6,,none,0.4,,0.4
StatisticalRules,corr_threshold=0.4,6,1.0,high,1.0,,none,0.4,,0.4
StatisticalRules,corr_threshold=0.4,7,0.0,low,1.0,,none,0.4,,0.4
StatisticalRules,corr_threshold=0.4,8,0.0,low,1.0,,none,0.4,,0.4
StatisticalRules,corr_threshold=0.4,9,1.0,high,1.0,,none,0.4,,0.4
StatisticalRules,corr_threshold=0.4,10,1.0,high,1.0,,none,0.4,,0.4
StatisticalRules,corr_threshold=0.45,1,0.0,low,1.0,,none,0.45,,0.45
StatisticalRules,corr_threshold=0.45,2,0.011441085306892869,low,0.6,,none,0.45,,0.45
StatisticalRules,corr_threshold=0.45,3,0.0,low,1.0,,none,0.45,,0.45
StatisticalRules,corr_threshold=0.45,4,0.0,low,1.0,,none,0.45,,0.45
StatisticalRules,corr_threshold=0.45,5,1.0,high,0.6,,none,0.45,,0.45
StatisticalRules,corr_threshold=0.45,6,1.0,high,1.0,,none,0.45,,0.45
StatisticalRules,corr_threshold=0.45,7,0.0,low,1.0,,none,0.45,,0.45
StatisticalRules,corr_threshold=0.45,8,0.0,low,1.0,,none,0.45,,0.45
StatisticalRules,corr_threshold=0.45,9,1.0,high,1.0,,none,0.45,,0.45
StatisticalRules,corr_threshold=0.45,10,1.0,high,1.0,,none,0.45,,0.45
StatisticalRules,corr_threshold=0.5,1,0.0,low,1.0,,none,0.5,,0.5
StatisticalRules,corr_threshold=0.5,2,0.011441085306892869,low,0.6,,none,0.5,,0.5
StatisticalRules,corr_threshold=0.5,3,0.0,low,1.0,,none,0.5,,0.5
StatisticalRules,corr_threshold=0.5,4,0.0,low,1.0,,none,0.5,,0.5
StatisticalRules,corr_threshold=0.5,5,1.0,high,0.6,,none,0.5,,0.5
StatisticalRules,corr_threshold=0.5,6,1.0,high,1.0,,none,0.5,,0.5
StatisticalRules,corr_threshold=0.5,7,0.0,low,0.8,,none,0.5,,0.5
StatisticalRules,corr_threshold=0.5,8,0.0,low,1.0,,none,0.5,,0.5
StatisticalRules,corr_threshold=0.5,9,1.0,high,1.0,,none,0.5,,0.5
StatisticalRules,corr_threshold=0.5,10,1.0,high,0.8,,none,0.5,,0.5
